product_key,product_id,product_number,product_name,product_line,category_id,category,subcategory,maintanance,cost,start_date,gold fact_sales.order_number,gold fact_sales.customer_key,gold fact_sales.order_date,gold fact_sales.shipping_date,gold fact_sales.due_date,gold fact_sales.sales_amount,gold fact_sales.quantity,gold fact_sales.price,,,,,
121,529,TT-R982,Road Tire Tube,Road,AC_TT,Accessories,Tires and Tubes,Yes,1,01/07/2013,SO57878,1665,12/05/2013,19/05/2013,24/05/2013,29,1,29,,,,Bottles and Cages,0.19%
121,529,TT-R982,Road Tire Tube,Road,AC_TT,Accessories,Tires and Tubes,Yes,1,01/07/2013,SO69088,28,24/10/2013,31/10/2013,05/11/2013,29,1,29,,,,Fenders,0.16%
121,529,TT-R982,Road Tire Tube,Road,AC_TT,Accessories,Tires and Tubes,Yes,1,01/07/2013,SO52075,16625,01/02/2013,08/02/2013,13/02/2013,29,1,29,,,,Hydration Packs,0.14%
121,529,TT-R982,Road Tire Tube,Road,AC_TT,Accessories,Tires and Tubes,Yes,1,01/07/2013,SO52199,16324,03/02/2013,10/02/2013,15/02/2013,29,1,29,,,,Bike Stands,0.13%
121,529,TT-R982,Road Tire Tube,Road,AC_TT,Accessories,Tires and Tubes,Yes,1,01/07/2013,SO52293,8585,05/02/2013,12/02/2013,17/02/2013,29,1,29,,,,Bike Racks,0.13%
121,529,TT-R982,Road Tire Tube,Road,AC_TT,Accessories,Tires and Tubes,Yes,1,01/07/2013,SO66237,15406,12/09/2013,19/09/2013,24/09/2013,29,1,29,,,,Cleaners,0.02%
121,529,TT-R982,Road Tire Tube,Road,AC_TT,Accessories,Tires and Tubes,Yes,1,01/07/2013,SO66294,12446,13/09/2013,20/09/2013,25/09/2013,29,1,29,,,,Clothing,1.16%
121,529,TT-R982,Road Tire Tube,Road,AC_TT,Accessories,Tires and Tubes,Yes,1,01/07/2013,SO51506,617,17/01/2013,24/01/2013,29/01/2013,29,1,29,,,,Jerseys,0.59%
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO51629,445,24/01/2013,31/01/2013,05/02/2013,35,1,35,,,,Shorts,0.24%
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO51883,4139,28/01/2013,04/02/2013,09/02/2013,35,1,35,,,,Vests,0.12%
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO51904,3205,28/01/2013,04/02/2013,09/02/2013,35,1,35,,,,Gloves,0.12%
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO51963,13064,29/01/2013,05/02/2013,10/02/2013,35,1,35,,,,Caps,0.07%
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO66079,14738,10/09/2013,17/09/2013,22/09/2013,35,1,35,,,,Socks,0.02%
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO66186,1883,11/09/2013,18/09/2013,23/09/2013,35,1,35,,,,Grand Total,100.00%
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO68734,18462,19/10/2013,26/10/2013,31/10/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO68783,1616,20/10/2013,27/10/2013,01/11/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO71660,1367,27/11/2013,04/12/2013,09/12/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO54508,13,16/03/2013,23/03/2013,28/03/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO54583,13735,17/03/2013,24/03/2013,29/03/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO54592,10407,18/03/2013,25/03/2013,30/03/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO54699,431,19/03/2013,26/03/2013,31/03/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO63107,14134,30/07/2013,06/08/2013,11/08/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO63432,783,02/08/2013,09/08/2013,14/08/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO63437,12429,02/08/2013,09/08/2013,14/08/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO60263,9924,16/06/2013,23/06/2013,28/06/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO60300,12398,16/06/2013,23/06/2013,28/06/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO60310,9188,16/06/2013,23/06/2013,28/06/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO60421,781,18/06/2013,25/06/2013,30/06/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO74334,646,03/01/2014,10/01/2014,15/01/2014,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO74369,12531,05/01/2014,12/01/2014,17/01/2014,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO74500,8470,08/01/2014,15/01/2014,20/01/2014,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO74607,6211,12/01/2014,19/01/2014,24/01/2014,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO57488,6715,05/05/2013,12/05/2013,17/05/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO57588,14151,06/05/2013,13/05/2013,18/05/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO57700,6766,09/05/2013,16/05/2013,21/05/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO57816,16941,11/05/2013,18/05/2013,23/05/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO66290,10843,13/09/2013,20/09/2013,25/09/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO66315,7050,13/09/2013,20/09/2013,25/09/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO66316,16892,13/09/2013,20/09/2013,25/09/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO51526,11615,18/01/2013,25/01/2013,30/01/2013,35,1,35,,,,,
109,222,HL-U509-B,Sport-100 Helmet- Blue,Other Sales,AC_HE,Accessories,Helmets,Yes,13,01/07/2013,SO51905,12942,28/01/2013,04/02/2013,09/02/2013,35,1,35,,,,,
3,348,BK-M82B-38,Mountain-100 Black- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1898,01/07/2011,SO44325,96,01/04/2011,08/04/2011,13/04/2011,3375,1,3375,,,,,
3,348,BK-M82B-38,Mountain-100 Black- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1898,01/07/2011,SO44387,97,11/04/2011,18/04/2011,23/04/2011,3375,1,3375,,,,,
3,348,BK-M82B-38,Mountain-100 Black- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1898,01/07/2011,SO44407,78,15/04/2011,22/04/2011,27/04/2011,3375,1,3375,,,,,
3,348,BK-M82B-38,Mountain-100 Black- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1898,01/07/2011,SO44815,445,01/06/2011,08/06/2011,13/06/2011,3375,1,3375,,,,,
3,348,BK-M82B-38,Mountain-100 Black- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1898,01/07/2011,SO44895,14952,12/06/2011,19/06/2011,24/06/2011,3375,1,3375,,,,,
7,344,BK-M82S-38,Mountain-100 Silver- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO43988,245,12/02/2011,19/02/2011,24/02/2011,3400,1,3400,,,,,
7,344,BK-M82S-38,Mountain-100 Silver- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO44229,14887,21/03/2011,28/03/2011,02/04/2011,3400,1,3400,,,,,
7,344,BK-M82S-38,Mountain-100 Silver- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO44645,345,13/05/2011,20/05/2011,25/05/2011,3400,1,3400,,,,,
7,344,BK-M82S-38,Mountain-100 Silver- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO44690,112,20/05/2011,27/05/2011,01/06/2011,3400,1,3400,,,,,
7,344,BK-M82S-38,Mountain-100 Silver- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO44910,14970,14/06/2011,21/06/2011,26/06/2011,3400,1,3400,,,,,
7,344,BK-M82S-38,Mountain-100 Silver- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO43793,1,19/01/2011,26/01/2011,31/01/2011,3400,1,3400,,,,,
7,344,BK-M82S-38,Mountain-100 Silver- 38,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO43990,14873,12/02/2011,19/02/2011,24/02/2011,3400,1,3400,,,,,
8,345,BK-M82S-42,Mountain-100 Silver- 42,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO43775,28,16/01/2011,23/01/2011,28/01/2011,3400,1,3400,,,,,
8,345,BK-M82S-42,Mountain-100 Silver- 42,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO44573,14918,01/05/2011,08/05/2011,13/05/2011,3400,1,3400,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO65981,8350,08/09/2013,15/09/2013,20/09/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO66121,12599,10/09/2013,17/09/2013,22/09/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO68754,7885,20/10/2013,27/10/2013,01/11/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO54572,2939,17/03/2013,24/03/2013,29/03/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO54614,8016,18/03/2013,25/03/2013,30/03/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO63009,10222,29/07/2013,05/08/2013,10/08/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO63081,7082,30/07/2013,06/08/2013,11/08/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO60398,11760,18/06/2013,25/06/2013,30/06/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO74367,8652,05/01/2014,12/01/2014,17/01/2014,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO74497,9939,08/01/2014,15/01/2014,20/01/2014,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO74506,7467,09/01/2014,16/01/2014,21/01/2014,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO74566,11058,11/01/2014,18/01/2014,23/01/2014,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO69029,3773,24/10/2013,31/10/2013,05/11/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO52217,6079,04/02/2013,11/02/2013,16/02/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO52253,13551,04/02/2013,11/02/2013,16/02/2013,30,1,30,,,,,
114,536,TI-M602,ML Mountain Tire,Mounting,AC_TT,Accessories,Tires and Tubes,Yes,11,01/07/2013,SO51639,4631,25/01/2013,01/02/2013,06/02/2013,30,1,30,,,,,
199,481,SO-R809-M,Racing Socks- M,Road,CL_SO,Clothing,Socks,No,3,01/07/2013,SO66057,6779,09/09/2013,16/09/2013,21/09/2013,9,1,9,,,,,
199,481,SO-R809-M,Racing Socks- M,Road,CL_SO,Clothing,Socks,No,3,01/07/2013,SO74506,7467,09/01/2014,16/01/2014,21/01/2014,9,1,9,,,,,
199,481,SO-R809-M,Racing Socks- M,Road,CL_SO,Clothing,Socks,No,3,01/07/2013,SO57501,3605,05/05/2013,12/05/2013,17/05/2013,9,1,9,,,,,
199,481,SO-R809-M,Racing Socks- M,Road,CL_SO,Clothing,Socks,No,3,01/07/2013,SO57514,2053,05/05/2013,12/05/2013,17/05/2013,9,1,9,,,,,
199,481,SO-R809-M,Racing Socks- M,Road,CL_SO,Clothing,Socks,No,3,01/07/2013,SO57969,79,14/05/2013,21/05/2013,26/05/2013,9,1,9,,,,,
10,347,BK-M82S-48,Mountain-100 Silver- 48,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO43765,11,14/01/2011,21/01/2011,26/01/2011,3400,1,3400,,,,,
10,347,BK-M82S-48,Mountain-100 Silver- 48,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO44847,446,06/06/2011,13/06/2011,18/06/2011,3400,1,3400,,,,,
10,347,BK-M82S-48,Mountain-100 Silver- 48,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO43699,14864,29/12/2010,05/01/2011,10/01/2011,3400,1,3400,,,,,
10,347,BK-M82S-48,Mountain-100 Silver- 48,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,1912,01/07/2011,SO43934,35,01/02/2011,08/02/2011,13/02/2011,3400,1,3400,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO43815,5495,24/01/2011,31/01/2011,05/02/2011,3578,1,3578,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO43839,16674,28/01/2011,04/02/2011,09/02/2011,3578,1,3578,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44158,2568,05/03/2011,12/03/2011,17/03/2011,3578,1,3578,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44331,17258,03/04/2011,10/04/2011,15/04/2011,3578,1,3578,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44371,6515,09/04/2011,16/04/2011,21/04/2011,3578,1,3578,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44587,17628,04/05/2011,11/05/2011,16/05/2011,3578,1,3578,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44612,17676,08/05/2011,15/05/2011,20/05/2011,3578,1,3578,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44703,1301,24/05/2011,31/05/2011,05/06/2011,3578,1,3578,,,,,
13,319,BK-R68R-52,Road-450 Red- 52,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44852,18129,07/06/2011,14/06/2011,19/06/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO43967,17041,08/02/2011,15/02/2011,20/02/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44142,11059,02/03/2011,09/03/2011,14/03/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44276,6278,30/03/2011,06/04/2011,11/04/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44365,6913,08/04/2011,15/04/2011,20/04/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44391,6731,11/04/2011,18/04/2011,23/04/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44446,6915,25/04/2011,02/05/2011,07/05/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44576,17661,01/05/2011,08/05/2011,13/05/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44593,17646,05/05/2011,12/05/2011,17/05/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44845,17846,06/06/2011,13/06/2011,18/06/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44901,1333,13/06/2011,20/06/2011,25/06/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44046,17065,23/02/2011,02/03/2011,07/03/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44168,1212,07/03/2011,14/03/2011,19/03/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44171,17113,07/03/2011,14/03/2011,19/03/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44201,1255,16/03/2011,23/03/2011,28/03/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44207,17163,17/03/2011,24/03/2011,29/03/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44389,6926,11/04/2011,18/04/2011,23/04/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44394,17247,12/04/2011,19/04/2011,24/04/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44584,17672,04/05/2011,11/05/2011,16/05/2011,3578,1,3578,,,,,
15,316,BK-R68R-60,Road-450 Red- 60,Road,BI_RB,Bikes,Road Bikes,Yes,885,01/07/2011,SO44668,17622,16/05/2011,23/05/2011,28/05/2011,3578,1,3578,,,,,
130,593,BK-M18S-44,Mountain-500 Silver- 44,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,308,01/07/2013,SO68715,5109,19/10/2013,26/10/2013,31/10/2013,565,1,565,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO43773,5527,16/01/2011,23/01/2011,28/01/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO43803,10742,22/01/2011,29/01/2011,03/02/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO43941,2601,03/02/2011,10/02/2011,15/02/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO44137,6329,01/03/2011,08/03/2011,13/03/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO44163,17194,06/03/2011,13/03/2011,18/03/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO44184,6248,10/03/2011,17/03/2011,22/03/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO44445,6479,25/04/2011,02/05/2011,07/05/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO44625,17659,10/05/2011,17/05/2011,22/05/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO44632,7197,11/05/2011,18/05/2011,23/05/2011,3578,1,3578,,,,,
16,311,BK-R93R-44,Road-150 Red- 44,Road,BI_RB,Bikes,Road Bikes,Yes,2171,01/07/2011,SO44836,7466,04/06/2011,11/06/2011,16/06/2011,3578,1,3578,,,,,
132,595,BK-M18S-52,Mountain-500 Silver- 52,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,308,01/07/2013,SO54572,2939,17/03/2013,24/03/2013,29/03/2013,769,1,769,,,,,
132,595,BK-M18S-52,Mountain-500 Silver- 52,Mounting,BI_MB,Bikes,Mountain Bikes,Yes,308,01/07/2013,SO63425,6248,02/08/2013,09/08/2013,14/08/2013,769,1,769,,,,,
